label,area,perimeter,equivalent_diameter,eccentricity,solidity,mean_intensity,intensity_std,image_name,snr_raw,snr_denoised
1,4039.0,250.89444430272832,71.71202494132572,0.2680378830127801,0.9566556134533396,0.3452931952677085,0.17981180230267765,11500X04.png,5.162777542159719,5.2326519750099685
2,3181.0,232.8528137423857,63.64098515738543,0.5113664477726584,0.9453194650817236,0.3764385351751515,0.15459514818089368,11500X04.png,5.162777542159719,5.2326519750099685
3,2491.0,198.16652224137044,56.31731266613571,0.30472066231512,0.9428463285389856,0.4507804567029542,0.11763489742508189,11500X04.png,5.162777542159719,5.2326519750099685
4,2468.0,195.6812408671319,56.05671410639748,0.39463825056328733,0.9580745341614907,0.45905234054724,0.11670018631612147,11500X04.png,5.162777542159719,5.2326519750099685
5,1906.0,171.88225099390854,49.262506759859676,0.5899241505094729,0.9611699445284921,0.45883381684258173,0.10804153908532857,11500X04.png,5.162777542159719,5.2326519750099685
6,1811.0,168.2670273047588,48.01912968302716,0.3001980275086372,0.9546652609383237,0.506072909561395,0.08830124122940147,11500X04.png,5.162777542159719,5.2326519750099685
7,1323.0,143.84062043356596,41.04261099984527,0.7122369543467096,0.962882096069869,0.478787070383709,0.09905235058697649,11500X04.png,5.162777542159719,5.2326519750099685
8,874.0,118.56854249492379,33.35882734897215,0.5360032187640769,0.9161425576519916,0.5379055054516085,0.06652570010448552,11500X04.png,5.162777542159719,5.2326519750099685
1,4039.0,250.89444430272832,71.71202494132572,0.2680378830127801,0.9566556134533396,0.3452931952677085,0.17981180230267765,11500X05.png,5.162777542159719,5.2326519750099685
2,3181.0,232.8528137423857,63.64098515738543,0.5113664477726584,0.9453194650817236,0.3764385351751515,0.15459514818089368,11500X05.png,5.162777542159719,5.2326519750099685
3,2491.0,198.16652224137044,56.31731266613571,0.30472066231512,0.9428463285389856,0.4507804567029542,0.11763489742508189,11500X05.png,5.162777542159719,5.2326519750099685
4,2468.0,195.6812408671319,56.05671410639748,0.39463825056328733,0.9580745341614907,0.45905234054724,0.11670018631612147,11500X05.png,5.162777542159719,5.2326519750099685
5,1906.0,171.88225099390854,49.262506759859676,0.5899241505094729,0.9611699445284921,0.45883381684258173,0.10804153908532857,11500X05.png,5.162777542159719,5.2326519750099685
6,1811.0,168.2670273047588,48.01912968302716,0.3001980275086372,0.9546652609383237,0.506072909561395,0.08830124122940147,11500X05.png,5.162777542159719,5.2326519750099685
7,1323.0,143.84062043356596,41.04261099984527,0.7122369543467096,0.962882096069869,0.478787070383709,0.09905235058697649,11500X05.png,5.162777542159719,5.2326519750099685
8,874.0,118.56854249492379,33.35882734897215,0.5360032187640769,0.9161425576519916,0.5379055054516085,0.06652570010448552,11500X05.png,5.162777542159719,5.2326519750099685
1,4139.0,244.79393923934,72.59434189837965,0.3888731868708742,0.9704572098475968,0.3209906721809284,0.17687453772616848,11500X06.png,5.212265682365344,5.310319137726768
2,2873.0,209.58073580374355,60.481544391856616,0.2550032470052918,0.9475593667546174,0.39208042423373807,0.1298543740980114,11500X06.png,5.212265682365344,5.310319137726768
3,2913.0,212.16652224137044,60.90112309156153,0.26358733374680565,0.953518821603928,0.37341599186876945,0.15005831762165128,11500X06.png,5.212265682365344,5.310319137726768
4,1385.0,146.3259018078045,41.99329433919421,0.6945972575926034,0.9794908062234795,0.453103985276421,0.09907464058703923,11500X06.png,5.212265682365344,5.310319137726768
5,1495.0,154.12489168102783,43.62903986313552,0.41648076045763954,0.9438131313131313,0.4816761754869171,0.09195145682607511,11500X06.png,5.212265682365344,5.310319137726768
6,1520.0,149.88225099390854,43.992318738587166,0.5261682901769006,0.951188986232791,0.4497316821465428,0.11684712064268486,11500X06.png,5.212265682365344,5.310319137726768
7,1110.0,133.88225099390857,37.59382787980004,0.42494799501121566,0.9234608985024958,0.5086415827592299,0.07891368093076566,11500X06.png,5.212265682365344,5.310319137726768
8,711.0,158.42640687119285,30.087760240780646,0.9606986816087967,0.8965952080706179,0.42797495932268825,0.12787950324261693,11500X06.png,5.212265682365344,5.310319137726768
9,4.0,2.0,2.256758334191025,1.0,1.0,0.5411764705882353,0.03137254901960784,11500X06.png,5.212265682365344,5.310319137726768
10,307.0,86.62741699796952,19.77080019204319,0.9514829720595018,0.9303030303030303,0.5368205914287539,0.07246870176342733,11500X06.png,5.212265682365344,5.310319137726768
1,4139.0,244.79393923934,72.59434189837965,0.3888731868708742,0.9704572098475968,0.3209906721809284,0.17687453772616848,11500X07.png,5.212265682365344,5.310319137726768
2,2873.0,209.58073580374355,60.481544391856616,0.2550032470052918,0.9475593667546174,0.39208042423373807,0.1298543740980114,11500X07.png,5.212265682365344,5.310319137726768
3,2913.0,212.16652224137044,60.90112309156153,0.26358733374680565,0.953518821603928,0.37341599186876945,0.15005831762165128,11500X07.png,5.212265682365344,5.310319137726768
4,1385.0,146.3259018078045,41.99329433919421,0.6945972575926034,0.9794908062234795,0.453103985276421,0.09907464058703923,11500X07.png,5.212265682365344,5.310319137726768
5,1495.0,154.12489168102783,43.62903986313552,0.41648076045763954,0.9438131313131313,0.4816761754869171,0.09195145682607511,11500X07.png,5.212265682365344,5.310319137726768
6,1520.0,149.88225099390854,43.992318738587166,0.5261682901769006,0.951188986232791,0.4497316821465428,0.11684712064268486,11500X07.png,5.212265682365344,5.310319137726768
7,1110.0,133.88225099390857,37.59382787980004,0.42494799501121566,0.9234608985024958,0.5086415827592299,0.07891368093076566,11500X07.png,5.212265682365344,5.310319137726768
8,711.0,158.42640687119285,30.087760240780646,0.9606986816087967,0.8965952080706179,0.42797495932268825,0.12787950324261693,11500X07.png,5.212265682365344,5.310319137726768
9,4.0,2.0,2.256758334191025,1.0,1.0,0.5411764705882353,0.03137254901960784,11500X07.png,5.212265682365344,5.310319137726768
10,307.0,86.62741699796952,19.77080019204319,0.9514829720595018,0.9303030303030303,0.5368205914287539,0.07246870176342733,11500X07.png,5.212265682365344,5.310319137726768
1,5300.0,280.5096679918781,82.14724333230156,0.5733013163160324,0.9773188272174074,0.2978623751387347,0.17504255701602675,11500X08.png,4.6537523111482235,4.709817477604665
2,3372.0,227.7228714274745,65.5237647334688,0.4076693788398165,0.9623287671232876,0.3262833484520736,0.18411202445219296,11500X08.png,4.6537523111482235,4.709817477604665
3,2225.0,180.61017305526642,53.225538860924054,0.45599892108140666,0.9741681260945709,0.44850231328486456,0.10127911280905971,11500X08.png,4.6537523111482235,4.709817477604665
4,2150.0,179.4386001800126,52.320789569544914,0.2779915088373444,0.9619686800894854,0.4758103055175559,0.09142314666399422,11500X08.png,4.6537523111482235,4.709817477604665
5,2156.0,180.02438661763952,52.39374445913377,0.3112678229671815,0.9544046038069942,0.4824220597329841,0.09766772099087478,11500X08.png,4.6537523111482235,4.709817477604665
6,2025.0,172.95331880577405,50.77706251929806,0.4009518969079386,0.9597156398104265,0.4728733962720891,0.10014245130981833,11500X08.png,4.6537523111482235,4.709817477604665
7,1425.0,164.36143571373725,42.59537945889914,0.8142708333421641,0.9418374091209517,0.4497557619539044,0.10328321494934518,11500X08.png,4.6537523111482235,4.709817477604665
8,1125.0,127.9827560572969,37.8469878303024,0.43599535897013325,0.9607173356105893,0.5144993464052288,0.07526471757162677,11500X08.png,4.6537523111482235,4.709817477604665
9,683.0,107.49137802864846,29.489364337912,0.7429850635286702,0.9486111111111111,0.5482674475353831,0.054647480828280595,11500X08.png,4.6537523111482235,4.709817477604665
10,556.0,94.08326112068524,26.60678836073137,0.33201609259812087,0.9220563847429519,0.5926012131471293,0.03505895761485613,11500X08.png,4.6537523111482235,4.709817477604665
11,371.0,76.18376618407356,21.73411767467788,0.5095024150841936,0.9228855721393034,0.6050842978700914,0.03397909904031349,11500X08.png,4.6537523111482235,4.709817477604665
1,5300.0,280.5096679918781,82.14724333230156,0.5733013163160324,0.9773188272174074,0.2978623751387347,0.17504255701602675,11500X09.png,4.6537523111482235,4.709817477604665
2,3372.0,227.7228714274745,65.5237647334688,0.4076693788398165,0.9623287671232876,0.3262833484520736,0.18411202445219296,11500X09.png,4.6537523111482235,4.709817477604665
3,2225.0,180.61017305526642,53.225538860924054,0.45599892108140666,0.9741681260945709,0.44850231328486456,0.10127911280905971,11500X09.png,4.6537523111482235,4.709817477604665
4,2150.0,179.4386001800126,52.320789569544914,0.2779915088373444,0.9619686800894854,0.4758103055175559,0.09142314666399422,11500X09.png,4.6537523111482235,4.709817477604665
5,2156.0,180.02438661763952,52.39374445913377,0.3112678229671815,0.9544046038069942,0.4824220597329841,0.09766772099087478,11500X09.png,4.6537523111482235,4.709817477604665
6,2025.0,172.95331880577405,50.77706251929806,0.4009518969079386,0.9597156398104265,0.4728733962720891,0.10014245130981833,11500X09.png,4.6537523111482235,4.709817477604665
7,1425.0,164.36143571373725,42.59537945889914,0.8142708333421641,0.9418374091209517,0.4497557619539044,0.10328321494934518,11500X09.png,4.6537523111482235,4.709817477604665
8,1125.0,127.9827560572969,37.8469878303024,0.43599535897013325,0.9607173356105893,0.5144993464052288,0.07526471757162677,11500X09.png,4.6537523111482235,4.709817477604665
9,683.0,107.49137802864846,29.489364337912,0.7429850635286702,0.9486111111111111,0.5482674475353831,0.054647480828280595,11500X09.png,4.6537523111482235,4.709817477604665
10,556.0,94.08326112068524,26.60678836073137,0.33201609259812087,0.9220563847429519,0.5926012131471293,0.03505895761485613,11500X09.png,4.6537523111482235,4.709817477604665
11,371.0,76.18376618407356,21.73411767467788,0.5095024150841936,0.9228855721393034,0.6050842978700914,0.03397909904031349,11500X09.png,4.6537523111482235,4.709817477604665
1,4911.0,291.4213562373095,79.07515035834193,0.5488608605379709,0.9067577548005908,0.34060392635979253,0.16718254909260513,11500X10.png,4.875722531505986,4.924382083279117
2,4101.0,285.4213562373095,72.26033056220338,0.608212909547241,0.8772192513368984,0.3893062906703769,0.1630879589405728,11500X10.png,4.875722531505986,4.924382083279117
3,3941.0,243.7228714274745,70.83669279265709,0.31728092210593845,0.9607508532423208,0.4079038364901911,0.1273411203321275,11500X10.png,4.875722531505986,4.924382083279117
4,2748.0,202.85281374238568,59.15118146691769,0.3106758847505839,0.9642105263157895,0.4330150983246282,0.11762543454085866,11500X10.png,4.875722531505986,4.924382083279117
5,1787.0,170.26702730475878,47.69988539233334,0.36215020791020675,0.9351125065410779,0.5146669300064738,0.07300259015279949,11500X10.png,4.875722531505986,4.924382083279117
6,1028.0,128.42640687119285,36.17858830838687,0.7507059771459811,0.9688972667295005,0.5040703440909439,0.06624159546284147,11500X10.png,4.875722531505986,4.924382083279117
7,740.0,111.39696961966999,30.695231927842155,0.3588282635015305,0.9035409035409036,0.579311075781664,0.04135795726731112,11500X10.png,4.875722531505986,4.924382083279117
8,890.0,129.25483399593904,33.66278649806482,0.8789016511692652,0.956989247311828,0.5140163031504738,0.07383246419454192,11500X10.png,4.875722531505986,4.924382083279117
9,742.0,123.35533905932738,30.736683981742253,0.8912903493932441,0.9623865110246433,0.5153110300724063,0.06884985235027767,11500X10.png,4.875722531505986,4.924382083279117
1,3408.0,235.92388155425115,65.872607117507,0.7803605822490802,0.9659863945578231,0.4028986007548559,0.10635786679866716,11500X100.png,5.567783343233464,5.64907598382064
2,2597.0,213.92388155425118,57.50307033261109,0.5416900250428095,0.8939759036144578,0.3102599530378189,0.1749137150026304,11500X100.png,5.567783343233464,5.64907598382064
3,1951.0,182.08326112068525,49.84064959225855,0.8004176744599082,0.9769654481722584,0.36401443201575867,0.12779307974050994,11500X100.png,5.567783343233464,5.64907598382064
4,1441.0,150.22539674441617,42.83384390833222,0.7701132044095288,0.9723346828609987,0.3222544257119919,0.18626063521035208,11500X100.png,5.567783343233464,5.64907598382064
5,1843.0,162.46803743153546,48.44151608844324,0.3611804928826938,0.9679621848739496,0.4227846754545551,0.10615713634992877,11500X100.png,5.567783343233464,5.64907598382064
6,1693.0,156.71067811865473,46.42838085951986,0.21273780880409923,0.964123006833713,0.47274011790185655,0.07031238799738683,11500X100.png,5.567783343233464,5.64907598382064
7,1712.0,158.36753236814712,46.68817945247596,0.3733161145093977,0.9591036414565827,0.47024463991203963,0.07996096755745652,11500X100.png,5.567783343233464,5.64907598382064
8,1505.0,229.29036790187178,43.77471318953923,0.9544015570978426,0.9017375674056322,0.4682352941176471,0.06603433153251842,11500X100.png,5.567783343233464,5.64907598382064
9,681.0,98.42640687119285,29.44615645486938,0.5316235855618504,0.9524475524475524,0.5500734214390602,0.04104671914656213,11500X100.png,5.567783343233464,5.64907598382064
10,509.0,89.69848480983498,25.45739437315213,0.779169890914505,0.9695238095238096,0.5306521822874534,0.04664742896347449,11500X100.png,5.567783343233464,5.64907598382064
11,10.0,8.0,3.5682482323055424,1.0,1.0,0.5105882352941177,0.06390592855697314,11500X100.png,5.567783343233464,5.64907598382064
12,9.0,7.0,3.385137501286538,1.0,1.0,0.5224400871459696,0.047520530162991355,11500X100.png,5.567783343233464,5.64907598382064
1,3408.0,235.92388155425115,65.872607117507,0.7803605822490802,0.9659863945578231,0.4028986007548559,0.10635786679866716,11500X101.png,5.567783343233464,5.64907598382064
2,2597.0,213.92388155425118,57.50307033261109,0.5416900250428095,0.8939759036144578,0.3102599530378189,0.1749137150026304,11500X101.png,5.567783343233464,5.64907598382064
3,1951.0,182.08326112068525,49.84064959225855,0.8004176744599082,0.9769654481722584,0.36401443201575867,0.12779307974050994,11500X101.png,5.567783343233464,5.64907598382064
4,1441.0,150.22539674441617,42.83384390833222,0.7701132044095288,0.9723346828609987,0.3222544257119919,0.18626063521035208,11500X101.png,5.567783343233464,5.64907598382064
5,1843.0,162.46803743153546,48.44151608844324,0.3611804928826938,0.9679621848739496,0.4227846754545551,0.10615713634992877,11500X101.png,5.567783343233464,5.64907598382064
6,1693.0,156.71067811865473,46.42838085951986,0.21273780880409923,0.964123006833713,0.47274011790185655,0.07031238799738683,11500X101.png,5.567783343233464,5.64907598382064
7,1712.0,158.36753236814712,46.68817945247596,0.3733161145093977,0.9591036414565827,0.47024463991203963,0.07996096755745652,11500X101.png,5.567783343233464,5.64907598382064
8,1505.0,229.29036790187178,43.77471318953923,0.9544015570978426,0.9017375674056322,0.4682352941176471,0.06603433153251842,11500X101.png,5.567783343233464,5.64907598382064
9,681.0,98.42640687119285,29.44615645486938,0.5316235855618504,0.9524475524475524,0.5500734214390602,0.04104671914656213,11500X101.png,5.567783343233464,5.64907598382064
10,509.0,89.69848480983498,25.45739437315213,0.779169890914505,0.9695238095238096,0.5306521822874534,0.04664742896347449,11500X101.png,5.567783343233464,5.64907598382064
11,10.0,8.0,3.5682482323055424,1.0,1.0,0.5105882352941177,0.06390592855697314,11500X101.png,5.567783343233464,5.64907598382064
12,9.0,7.0,3.385137501286538,1.0,1.0,0.5224400871459696,0.047520530162991355,11500X101.png,5.567783343233464,5.64907598382064
1,3864.0,243.82337649086284,70.14126888541915,0.6553731069472744,0.9676934635612322,0.33740206227418507,0.15636100844769685,11500X102.png,4.970535904365341,5.04543451797231
2,3148.0,221.58073580374358,63.310015691249774,0.21221650746069698,0.950196196800483,0.3484615192964098,0.13093177275183,11500X102.png,4.970535904365341,5.04543451797231
3,2644.0,197.6812408671319,58.021076827992175,0.2536864534102406,0.9625045504186385,0.3752825487229688,0.12145954779163454,11500X102.png,4.970535904365341,5.04543451797231
4,1715.0,166.08326112068525,46.72906824687182,0.7123689812343146,0.9543683917640512,0.38290287543588863,0.10836200457106708,11500X102.png,4.970535904365341,5.04543451797231
5,1988.0,168.61017305526642,50.31103472334378,0.35956808976070187,0.9716520039100685,0.39333057166528584,0.1053699458122695,11500X102.png,4.970535904365341,5.04543451797231
6,1789.0,162.12489168102786,47.72657064498984,0.3157060286515587,0.9571963616907437,0.4377842808448142,0.09232318679584066,11500X102.png,4.970535904365341,5.04543451797231
7,1849.0,167.29646455628165,48.520304185107044,0.3049665560149408,0.9530927835051546,0.4385582031622816,0.0908685305061919,11500X102.png,4.970535904365341,5.04543451797231
8,1182.0,135.94112549695427,38.79393176615336,0.6199420918971437,0.9501607717041801,0.4333366510732889,0.08283069227492004,11500X102.png,4.970535904365341,5.04543451797231
9,1234.0,137.29646455628165,39.63808267566925,0.2383986067890718,0.946319018404908,0.4683573267232339,0.07083327393075543,11500X102.png,4.970535904365341,5.04543451797231
10,1167.0,189.74011537017762,38.54699143520717,0.9263156051291876,0.8587196467991169,0.4338088277298923,0.10237009720320765,11500X102.png,4.970535904365341,5.04543451797231
1,3864.0,243.82337649086284,70.14126888541915,0.6553731069472744,0.9676934635612322,0.33740206227418507,0.15636100844769685,11500X103.png,4.970535904365341,5.04543451797231
2,3148.0,221.58073580374358,63.310015691249774,0.21221650746069698,0.950196196800483,0.3484615192964098,0.13093177275183,11500X103.png,4.970535904365341,5.04543451797231
3,2644.0,197.6812408671319,58.021076827992175,0.2536864534102406,0.9625045504186385,0.3752825487229688,0.12145954779163454,11500X103.png,4.970535904365341,5.04543451797231
4,1715.0,166.08326112068525,46.72906824687182,0.7123689812343146,0.9543683917640512,0.38290287543588863,0.10836200457106708,11500X103.png,4.970535904365341,5.04543451797231
5,1988.0,168.61017305526642,50.31103472334378,0.35956808976070187,0.9716520039100685,0.39333057166528584,0.1053699458122695,11500X103.png,4.970535904365341,5.04543451797231
6,1789.0,162.12489168102786,47.72657064498984,0.3157060286515587,0.9571963616907437,0.4377842808448142,0.09232318679584066,11500X103.png,4.970535904365341,5.04543451797231
7,1849.0,167.29646455628165,48.520304185107044,0.3049665560149408,0.9530927835051546,0.4385582031622816,0.0908685305061919,11500X103.png,4.970535904365341,5.04543451797231
8,1182.0,135.94112549695427,38.79393176615336,0.6199420918971437,0.9501607717041801,0.4333366510732889,0.08283069227492004,11500X103.png,4.970535904365341,5.04543451797231
9,1234.0,137.29646455628165,39.63808267566925,0.2383986067890718,0.946319018404908,0.4683573267232339,0.07083327393075543,11500X103.png,4.970535904365341,5.04543451797231
10,1167.0,189.74011537017762,38.54699143520717,0.9263156051291876,0.8587196467991169,0.4338088277298923,0.10237009720320765,11500X103.png,4.970535904365341,5.04543451797231
1,1926.0,169.9827560572969,49.52029243815028,0.43764050412763916,0.9654135338345865,0.30179585853032803,0.13483370486587984,11500X104.png,5.304056131744044,5.4422113647089985
2,1904.0,165.29646455628165,49.2366539599895,0.18898956186654248,0.9669883189436262,0.32884536167408135,0.14090127608854267,11500X104.png,5.304056131744044,5.4422113647089985
3,1868.0,168.2609306503489,48.76896010338219,0.26566724643161965,0.9574577139928242,0.33333123399252634,0.13392689738808,11500X104.png,5.304056131744044,5.4422113647089985
4,1901.0,171.4386001800126,49.197849287764036,0.3809527094123288,0.9514514514514515,0.3578880052810183,0.117545281747182,11500X104.png,5.304056131744044,5.4422113647089985
5,2279.0,190.26702730475878,53.86754980924449,0.6985183595073992,0.9567590260285475,0.3561520790852541,0.11328374151223297,11500X104.png,5.304056131744044,5.4422113647089985
6,1681.0,159.53910524340094,46.26354585091602,0.2628998402540156,0.946509009009009,0.3622190339550455,0.10720465771144581,11500X104.png,5.304056131744044,5.4422113647089985
7,977.0,144.18376618407356,35.269746741453275,0.8939816846839238,0.941233140655106,0.32258012724025126,0.1537163624779785,11500X104.png,5.304056131744044,5.4422113647089985
8,891.0,134.56244584051393,33.681692866586,0.8957272562530586,0.9418604651162791,0.3115292357122422,0.1451625301256449,11500X104.png,5.304056131744044,5.4422113647089985
1,1926.0,169.9827560572969,49.52029243815028,0.43764050412763916,0.9654135338345865,0.30179585853032803,0.13483370486587984,11500X105.png,5.304056131744044,5.4422113647089985
2,1904.0,165.29646455628165,49.2366539599895,0.18898956186654248,0.9669883189436262,0.32884536167408135,0.14090127608854267,11500X105.png,5.304056131744044,5.4422113647089985
3,1868.0,168.2609306503489,48.76896010338219,0.26566724643161965,0.9574577139928242,0.33333123399252634,0.13392689738808,11500X105.png,5.304056131744044,5.4422113647089985
4,1901.0,171.4386001800126,49.197849287764036,0.3809527094123288,0.9514514514514515,0.3578880052810183,0.117545281747182,11500X105.png,5.304056131744044,5.4422113647089985
5,2279.0,190.26702730475878,53.86754980924449,0.6985183595073992,0.9567590260285475,0.3561520790852541,0.11328374151223297,11500X105.png,5.304056131744044,5.4422113647089985
6,1681.0,159.53910524340094,46.26354585091602,0.2628998402540156,0.946509009009009,0.3622190339550455,0.10720465771144581,11500X105.png,5.304056131744044,5.4422113647089985
7,977.0,144.18376618407356,35.269746741453275,0.8939816846839238,0.941233140655106,0.32258012724025126,0.1537163624779785,11500X105.png,5.304056131744044,5.4422113647089985
8,891.0,134.56244584051393,33.681692866586,0.8957272562530586,0.9418604651162791,0.3115292357122422,0.1451625301256449,11500X105.png,5.304056131744044,5.4422113647089985
1,3853.0,237.82337649086284,70.04135896643199,0.19805250456727821,0.9700402819738168,0.29178791163493695,0.15802505145921625,11500X106.png,4.311088563829532,4.376870068638712
2,3390.0,226.89444430272832,65.69841745926763,0.491288036979569,0.9573566789042643,0.2972398634970212,0.16491903928043405,11500X106.png,4.311088563829532,4.376870068638712
3,2992.0,210.75230867899734,61.72141215046531,0.1529765381014134,0.9689119170984456,0.33479474677571563,0.13741859282242558,11500X106.png,4.311088563829532,4.376870068638712
4,1682.0,166.08326112068525,46.27730452656619,0.7583255530349443,0.9627933600457927,0.3402974983096687,0.12368859078126233,11500X106.png,4.311088563829532,4.376870068638712
5,2050.0,174.12489168102786,51.08953969950291,0.3802697007332683,0.9633458646616542,0.3910014347202295,0.10465691993365742,11500X106.png,4.311088563829532,4.376870068638712
6,1828.0,162.95331880577402,48.243982917830046,0.37014090730548826,0.9692470837751855,0.4157227442399279,0.10338059647450522,11500X106.png,4.311088563829532,4.376870068638712
7,1642.0,152.46803743153546,45.723728330650566,0.272267748079026,0.9704491725768322,0.39506102075422134,0.10622427597002597,11500X106.png,4.311088563829532,4.376870068638712
