n_regions_total,n_images,n_features_total,n_features_selected,supervised_target,diameter_threshold,svm_f1,rf_f1,best_k_by_silhouette,best_silhouette
1012,100,15,7,small_vs_large_by_median_equiv_diameter,45.723728330650566,0.959731543624161,1.0,3,0.25881487220011445
